9000011	📚 Bantotal — Consultas y Referencias Rápidas — 3. Personas y Clientes	articles/9000011-bantotal-consultas-y-referencias-rapidas-3-personas-y-client.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000012	📚 Bantotal — Consultas y Referencias Rápidas — 4. Cuentas Cliente	articles/9000012-bantotal-consultas-y-referencias-rapidas-4-cuentas-cliente.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000013	📚 Bantotal — Consultas y Referencias Rápidas — 5. Préstamos y Cartera	articles/9000013-bantotal-consultas-y-referencias-rapidas-5-prestamos-y-carte.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000014	📚 Bantotal — Consultas y Referencias Rápidas — 6. Plan de Pagos	articles/9000014-bantotal-consultas-y-referencias-rapidas-6-plan-de-pagos.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000015	📚 Bantotal — Consultas y Referencias Rápidas — 7. Tasas e Índices	articles/9000015-bantotal-consultas-y-referencias-rapidas-7-tasas-e-indices.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000016	📚 Bantotal — Consultas y Referencias Rápidas — 8. Ajuste de Tasas (Decreto 455)	articles/9000016-bantotal-consultas-y-referencias-rapidas-8-ajuste-de-tasas-d.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000017	📚 Bantotal — Consultas y Referencias Rápidas — 9. Contabilidad	articles/9000017-bantotal-consultas-y-referencias-rapidas-9-contabilidad.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000018	📚 Bantotal — Consultas y Referencias Rápidas — 10. Garantías	articles/9000018-bantotal-consultas-y-referencias-rapidas-10-garantias.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000019	📚 Bantotal — Consultas y Referencias Rápidas — 11. Seguros	articles/9000019-bantotal-consultas-y-referencias-rapidas-11-seguros.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000020	📚 Bantotal — Consultas y Referencias Rápidas — 12. CDT — Depósitos a Plazo	articles/9000020-bantotal-consultas-y-referencias-rapidas-12-cdt-depositos-a.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000021	📚 Bantotal — Consultas y Referencias Rápidas — 13. Cuentas de Ahorro	articles/9000021-bantotal-consultas-y-referencias-rapidas-13-cuentas-de-ahorr.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000022	📚 Bantotal — Consultas y Referencias Rápidas — 14. Canales y ACH	articles/9000022-bantotal-consultas-y-referencias-rapidas-14-canales-y-ach.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000023	📚 Bantotal — Consultas y Referencias Rápidas — 15. Servicios Web Bantotal (BTI)	articles/9000023-bantotal-consultas-y-referencias-rapidas-15-servicios-web-ba.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000024	📚 Bantotal — Consultas y Referencias Rápidas — 16. Cadena de Cierre	articles/9000024-bantotal-consultas-y-referencias-rapidas-16-cadena-de-cierre.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000025	📚 Bantotal — Consultas y Referencias Rápidas — 17. Reportes y Regulatorio	articles/9000025-bantotal-consultas-y-referencias-rapidas-17-reportes-y-regul.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000026	📚 Bantotal — Consultas y Referencias Rápidas — 18. CIFIN — Centrales de Riesgo	articles/9000026-bantotal-consultas-y-referencias-rapidas-18-cifin-centrales.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000027	📚 Bantotal — Consultas y Referencias Rápidas — 19. Carpeta Digital	articles/9000027-bantotal-consultas-y-referencias-rapidas-19-carpeta-digital.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000028	📚 Bantotal — Consultas y Referencias Rápidas — 20. Control Dual	articles/9000028-bantotal-consultas-y-referencias-rapidas-20-control-dual.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000029	📚 Bantotal — Consultas y Referencias Rápidas — 21. Formiik	articles/9000029-bantotal-consultas-y-referencias-rapidas-21-formiik.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000030	📚 Bantotal — Consultas y Referencias Rápidas — 22. Autorizaciones y Excepciones	articles/9000030-bantotal-consultas-y-referencias-rapidas-22-autorizaciones-y.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000031	📚 Bantotal — Consultas y Referencias Rápidas — 23. Impuestos y GMF	articles/9000031-bantotal-consultas-y-referencias-rapidas-23-impuestos-y-gmf.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000032	📚 Bantotal — Consultas y Referencias Rápidas — 24. Metas Comerciales	articles/9000032-bantotal-consultas-y-referencias-rapidas-24-metas-comerciale.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000033	📚 Bantotal — Consultas y Referencias Rápidas — 25. Corresponsal	articles/9000033-bantotal-consultas-y-referencias-rapidas-25-corresponsal.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000034	📚 Bantotal — Consultas y Referencias Rápidas — 26. Operaciones de Caja	articles/9000034-bantotal-consultas-y-referencias-rapidas-26-operaciones-de-c.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000035	📚 Bantotal — Consultas y Referencias Rápidas — 27. Accesos Rápidos — Programas Bantotal	articles/9000035-bantotal-consultas-y-referencias-rapidas-27-accesos-rapidos.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000036	📚 Bantotal — Consultas y Referencias Rápidas — 28. Tablas de Parámetros Globales	articles/9000036-bantotal-consultas-y-referencias-rapidas-28-tablas-de-parame.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000037	📚 Bantotal — Consultas y Referencias Rápidas — 29. Queries Analíticos Complejos	articles/9000037-bantotal-consultas-y-referencias-rapidas-29-queries-analitic.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
9000038	📚 Bantotal — Consultas y Referencias Rápidas — 30. Debug y Diagnóstico	articles/9000038-bantotal-consultas-y-referencias-rapidas-30-debug-y-diagnost.md	local:extra_docs/bantotal/Bantotal_Rapidas.md
